userId|homeLatitude|homeLongitude|gyration|tweets
14317484|47.4|8.52|28.782562431483644|91
14378169|47.05|8.31|41.58625603099164|375
14378658|47.38|9.4|76.13706696608193|180
14401825|47.48|8.2|63.07055554249603|271
14421057|47.38|8.53|36.804910479274966|123
14475579|47.55|7.59|21.98730122164204|170
14499413|47.36|8.53|8.099373307502916|60
14578867|46.21|6.15|1.354547401691599|131
14613456|47.54|7.6|52.39370459053464|89
14656157|47.38|8.54|38.00369984484825|102
14657884|46.19|6.15|11.572495150512943|310
14670573|47.05|8.31|33.19394900650288|97
14742798|47.41|9.34|25.997673834522384|515
14771886|46.19|6.16|87.33884315709535|170
14797915|47.51|8.75|34.23190049966379|136
14944796|47.62|9.19|6.08843672881658|95
14962695|47.29|8.61|79.91124221392435|67
15017105|47.34|8.48|35.767185465798754|67
15020367|47.37|8.51|29.53713317275476|52
15084380|46.39|6.24|121.11673043007251|133
15138496|46.8|7.15|116.4300935892121|226
15195456|47.36|8.05|55.29656213574464|71
15269605|46.87|8.25|43.64601797363116|91
15288236|46.94|7.42|92.81801663938846|82
15366517|47.39|8.5|34.91388539766391|149
15381269|47.06|8.3|53.481725945564364|289
15519831|47.36|8.52|26.398476507371964|415
15521079|47.14|8.9|49.80556153766945|110
15529192|47.18|7.56|91.5517894276162|300
15582248|47.42|9.32|51.61728009286655|147
15620178|46.54|6.66|39.34209789701691|243
15638182|46.22|6.09|1.7089650252946422|61
15672000|47.35|8.57|55.03796760360978|154
15891101|46.19|6.25|12.852049907364322|329
15948258|45.85|9.01|9.345075524877242|83
15950954|47.36|8.52|16.330035735554862|170
16145458|47.4|8.55|110.47864471025866|470
16232997|47.37|8.52|33.66858751849056|315
16546618|46.1|7.23|69.70921458508265|161
16556371|47.35|8.72|14.0999327679869|293
16599713|47.37|8.5|37.969344713906146|167
16663928|46.99|6.94|107.58643938087722|60
16807628|47.37|8.51|95.1720390973907|62
16824636|46.51|6.67|59.08312234097904|177
16856080|46.21|6.17|65.64732253359148|98
16873366|46.95|7.44|88.33343913646806|75
16887188|47.38|8.52|4.852709159816957|129
17007639|47.36|8.52|2.283171382167807|68
17062826|47.0|8.01|77.0748797434523|256
17322769|46.66|7.58|25.56511871358314|406
17482593|46.23|6.11|309.5412828348119|69
17538448|46.2|6.16|62.87642019544367|120
17740547|46.63|6.84|43.08390468077401|168
18059675|47.44|8.57|88.3151281074168|102
18083346|46.95|7.43|26.801259902525395|77
18225460|47.18|8.9|6.9372401802251575|179
